ID,Time_h,perc_ID_g,Species,Age/weight,Strain,Organ,Size_nm,Analysis method,NP_Type,NP_Shape,Ligand,Charge,PEG cover,provided_identifier,Name,Charge ,provided_identifier_type,pmcid,doi
64,3.0,1.22,Mouse,,Male ddY mice,Pancreas,10.0,111In,Polymeric,Nanoparticle,No,,0,29972867,,,pmid,,
64,6.0,0.62,Mouse,,Male ddY mice,Pancreas,10.0,111In,Polymeric,Nanoparticle,No,,0,29972867,,,pmid,,
64,24.0,0.69,Mouse,,Male ddY mice,Pancreas,10.0,111In,Polymeric,Nanoparticle,No,,0,29972867,,,pmid,,
65,0.5,1.25,Mouse,,Male ddY mice,Pancreas,10.0,111In,Polymeric,Nanoparticle,No,,0,29972867,11In‐POPC‐SMA LIPOSOMES,,pmid,,
65,3.0,1.42857142857143,Mouse,,Male ddY mice,Pancreas,10.0,111In,Polymeric,Nanoparticle,No,,0,29972867,,,pmid,,
66,1.0,0.773195876288658,Mouse,22.5,Nude mice,Pancreas,21.5,99mTc,Gold,Nanoparticle,No,,0,21513349,99mTc-AuNP 21.5nm,,pmid,,
67,48.0,0.833333333333335,Mouse,20.0,Balb/c mice,Pancreas,13.5,PET,Silica,Nanoparticle,No,,500,34029471,86Y-DOTA-UPSN,,pmid,,
68,72.0,1.25,Mouse,20.0,Balb/c mice,Pancreas,13.64,64Cu ,Silica,Nanoparticle,No,Neutral,500,31565854,64Cu-NOTA-UPSN,,pmid,,
69,72.0,1.18421052631579,Mouse,20.0,Balb/c mice,Pancreas,13.64,64Cu ,Silica,Nanoparticle,No,Neutral,500,31565854,,,pmid,,
70,24.0,2.4,Mouse,18.4,Balb/c mice,Pancreas,50.0,111In,Iron Oxide,Nanoparticle,scFv,Neutral,5000,26238078,ScFv IONP50,,pmid,,
71,24.0,2.2,Mouse,18.4,Balb/c mice,Pancreas,100.0,111In,Iron Oxide,Nanoparticle,scFv,Neutral,5000,26238078,ScFv IONP100,,pmid,,
72,1.0,0.714285714285715,Mouse,,Swiss albino mice,Pancreas,70.0,99mTc,Polymeric,Micelles,No,Neutral,yes,23369008,NP3,,pmid,,
73,1.0,1.07142857142857,Mouse,,Swiss albino mice,Pancreas,107.0,99mTc,Polymeric,Vesicles,No,Negative,yes,23369008,NP13,,pmid,,
74,1.0,0.833333333333328,Mouse,,Swiss albino mice,Pancreas,121.0,99mTc,Polymeric,Micelles,No,Neutral,yes,23369008,HNP3,,pmid,,
75,1.0,0.714285714285715,Mouse,,Swiss albino mice,Pancreas,140.0,99mTc,Polymeric,Vesicles,No,Negative,yes,23369008,HNP13,,pmid,,
76,0.083333333,1.44444444444445,Mouse,26.1,C57BL/6 mice,Pancreas,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,11-nm Ng-Au-CNDs,,pmid,PMC4836969,10.1002/adhm.201500992
76,1.0,1.00000000000001,Mouse,26.1,C57BL/6 mice,Pancreas,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
76,24.0,0.111111111111121,Mouse,26.1,C57BL/6 mice,Pancreas,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
76,96.0,0.01,Mouse,26.1,C57BL/6 mice,Pancreas,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
77,1.0,1.06741573033708,Mouse,26.1,C57BL/6 mice,Pancreas,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,22-nm P-Au-CNDs in B16F10 melanoma-bearing mice,,pmid,,
77,24.0,1.17977528089888,Mouse,26.1,C57BL/6 mice,Pancreas,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
77,96.0,0.505617977528103,Mouse,26.1,C57BL/6 mice,Pancreas,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
78,1.0,1.66666666666666,Mouse,26.1,C57BL/6 mice,Pancreas,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,22-nm P-Au-CNDs in MLL model,,pmid,,
78,24.0,1.57407407407407,Mouse,26.1,C57BL/6 mice,Pancreas,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
78,96.0,1.57407407407407,Mouse,26.1,C57BL/6 mice,Pancreas,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
79,1.0,1.66,Mouse,23.0,BALB/c mice,Pancreas,190.0,131I,Polymeric,Nanoparticles,No,,0,23850887,131I-benzyl-micelles,,pmid,,
79,4.0,1.01,Mouse,23.0,BALB/c mice,Pancreas,190.0,131I,Polymeric,Nanoparticles,No,,0,23850887,,,pmid,,
79,24.0,0.5,Mouse,23.0,BALB/c mice,Pancreas,190.0,131I,Polymeric,Nanoparticles,No,,0,23850887,,,pmid,,
79,48.0,0.21,Mouse,23.0,BALB/c mice,Pancreas,190.0,131I,Polymeric,Nanoparticles,No,,0,23850887,,,pmid,,
1,1.0,0.4,Mouse,22.5,C57BL/6 mice,Skin,55.0,64Cu ,Gold,Cages,DOTA,,5000,22690722,64Cu-DOTA-PEGAuNCs (55 nm),Positive,pmid,,
1,4.0,0.4,Mouse,22.5,C57BL/6 mice,Skin,55.0,64Cu ,Gold,Cages,DOTA,,5000,22690722,,Positive,pmid,,
1,24.0,0.64,Mouse,22.5,C57BL/6 mice,Skin,55.0,64Cu ,Gold,Cages,DOTA,,5000,22690722,,Positive,pmid,,
2,1.0,1.04,Mouse,22.5,C57BL/6 mice,Skin,30.0,64Cu ,Gold,Cages,DOTA,,5000,22690722,64Cu-DOTA-PEG-AuNCs (30 nm),Positive,pmid,,
2,4.0,0.96,Mouse,22.5,C57BL/6 mice,Skin,30.0,64Cu ,Gold,Cages,DOTA,,5000,22690722,,Positive,pmid,,
2,24.0,0.96,Mouse,22.5,C57BL/6 mice,Skin,30.0,64Cu ,Gold,Cages,DOTA,,5000,22690722,,Positive,pmid,,
3,1.0,1.25,Mouse,22.5,C57BL/6 mice,Skin,55.0,64Cu ,Gold,Cages,DOTA,,5000,22690722,64Cu-DOTA-PEGAuNCs (55 nm) tumor,Positive,pmid,,
3,4.0,0.9167,Mouse,22.5,C57BL/6 mice,Skin,55.0,64Cu ,Gold,Cages,DOTA,,5000,22690722,,Positive,pmid,,
3,24.0,0.667,Mouse,22.5,C57BL/6 mice,Skin,55.0,64Cu ,Gold,Cages,DOTA,,5000,22690722,,Positive,pmid,,
4,1.0,0.88,Mouse,22.5,C57BL/6 mice,Skin,30.0,64Cu ,Gold,Cages,DOTA,,5000,22690722,64Cu-DOTA-PEG-AuNCs (30 nm) tumor,Positive,pmid,,
4,4.0,0.72,Mouse,22.5,C57BL/6 mice,Skin,30.0,64Cu ,Gold,Cages,DOTA,,5000,22690722,,Positive,pmid,,
4,24.0,0.64,Mouse,22.5,C57BL/6 mice,Skin,30.0,64Cu ,Gold,Cages,DOTA,,5000,22690722,,Positive,pmid,,
5,1.0,1.86440677966101,Mouse,18.0,Balb/c mice,Skin,5.0,199Au,Gold,Nanoparticle,DAPTA ,,5000,26865221, 5 nm 199Au-AuNP-PEG,,pmid,,
5,4.0,1.01694915254237,Mouse,18.0,Balb/c mice,Skin,5.0,199Au,Gold,Nanoparticle,DAPTA ,,5000,26865221,,,pmid,,
5,24.0,1.77966101694915,Mouse,18.0,Balb/c mice,Skin,5.0,199Au,Gold,Nanoparticle,DAPTA ,,5000,26865221,,,pmid,,
6,1.0,0.74468085106383,Mouse,18.0,Balb/c mice,Skin,18.0,199Au,Gold,Nanoparticle,DAPTA ,,5000,26865221, 18 nm 199Au-AuNP-PEG,,pmid,,
6,4.0,1.17021276595744,Mouse,18.0,Balb/c mice,Skin,18.0,199Au,Gold,Nanoparticle,DAPTA ,,5000,26865221,,,pmid,,
6,24.0,1.17021276595744,Mouse,18.0,Balb/c mice,Skin,18.0,199Au,Gold,Nanoparticle,DAPTA ,,5000,26865221,,,pmid,,
7,5.0,0.855263157894736,Mouse,18.0,Nude mice,Skin,10.0,64Cu ,Gold,Rods,No,,5000,22916075,AuNR - DOX 45*10nm,Positive,pmid,,
7,48.0,0.844155844155835,Mouse,18.0,Nude mice,Skin,10.0,64Cu ,Gold,Rods,No,,5000,22916075,,Positive,pmid,,
8,5.0,0.855263157894736,Mouse,18.0,Nude mice,Skin,10.0,64Cu ,Gold,Rods,cRGDY,,5000,22916075,AuNR - DOX-cRGD 45*10nm,Positive,pmid,,
8,48.0,0.779220779220773,Mouse,18.0,Nude mice,Skin,10.0,64Cu ,Gold,Rods,cRGDY,,5000,22916075,,Positive,pmid,PMC4437573,10.1002/ppsc.201400119
9,3.0,2.1774193548387,Mouse,18.0,Nude mice,Skin,32.0,PET,Graphene Oxide,Nanoparticle,VEGF121,,5000,25477170,64Cu-GO-VEGF121 32nm,,pmid,,
9,48.0,0.942028985507254,Mouse,18.0,Nude mice,Skin,32.0,PET,Graphene Oxide,Nanoparticle,VEGF121,,5000,25477170,,,pmid,,
10,3.0,1.77419354838709,Mouse,18.0,Nude mice,Skin,27.0,PET,Graphene Oxide,Nanoparticle,No,,5000,25477170,4Cu-GO 27nm,,pmid,,
10,48.0,0.579710144927547,Mouse,18.0,Nude mice,Skin,27.0,PET,Graphene Oxide,Nanoparticle,No,,5000,25477170,,,pmid,,
11,3.0,1.63793103448275,Mouse,18.0,Balb/c mice,Skin,37.0,PET,Graphene Oxide,Nanoparticle,TRC105,,5000,23374706,64Cu–NOTA–RGO–TRC105,Neutral,pmid,,
11,48.0,0.949999999999999,Mouse,18.0,Balb/c mice,Skin,37.0,PET,Graphene Oxide,Nanoparticle,TRC105,,5000,23374706,,Neutral,pmid,,
12,48.0,0.849999999999998,Mouse,18.0,Balb/c mice,Skin,26.2,PET,Graphene Oxide,Nanoparticle,No,,5000,23374706,64Cu–NOTA–RGO,Negative,pmid,,
13,3.0,1.93877551020408,Mouse,18.0,Balb/c mice,Skin,27.0,PET,Graphene Oxide,Nanoparticle,TRC105,,5000,22386918,66Ga-NOTA-GO-TRC105 27nm,Neutral,pmid,PMC4180787,10.1016/j.biomaterials.2014.08.038
13,24.0,0.692307692307692,Mouse,18.0,Balb/c mice,Skin,27.0,PET,Graphene Oxide,Nanoparticle,TRC105,,5000,22386918,,Neutral,pmid,PMC3985880,10.1021/ja412001e
14,3.0,1.73469387755102,Mouse,18.0,Balb/c mice,Skin,22.0,PET,Graphene Oxide,Nanoparticle,No,,5000,22386918,66Ga-NOTA-GO 22nm,Neutral,pmid,,
14,24.0,0.692307692307692,Mouse,18.0,Balb/c mice,Skin,22.0,PET,Graphene Oxide,Nanoparticle,No,,5000,22386918,,Neutral,pmid,,
15,3.0,1.20689655172414,Mouse,18.0,Balb/c mice,Skin,27.0,PET,Graphene Oxide,Nanoparticle,TRC105,,5000,22339280,64Cu-NOTA-GO-TRC105 27nm,Neutral,pmid,,
15,48.0,1.36986301369863,Mouse,18.0,Balb/c mice,Skin,27.0,PET,Graphene Oxide,Nanoparticle,TRC105,,5000,22339280,,Neutral,pmid,PMC4358630,10.1021/nn406258m
16,3.0,0.689655172413797,Mouse,18.0,Balb/c mice,Skin,22.0,PET,Graphene Oxide,Nanoparticle,No,,5000,22339280,64Cu-NOTA-GO 22nm,Neutral,pmid,,
16,48.0,0.890410958904116,Mouse,18.0,Balb/c mice,Skin,22.0,PET,Graphene Oxide,Nanoparticle,No,,5000,22339280,,Neutral,pmid,,
17,44.0,0.949999999999991,Mouse,18.4,Balb/c mice,Skin,63.0,PET,Graphene and Iron Oxide ,Nanoparticle,NOTA,,5000,27109431, 64Cu-NOTA–RGO–IONP–1stPEG 63nm,,pmid,,
18,44.0,1.69999999999999,Mouse,18.4,Balb/c mice,Skin,72.0,PET,Graphene and Iron Oxide ,Nanoparticle,NOTA,,5000,27109431, 64Cu-NOTA–RGO–IONP–1stPEG -2nd PEG 72nm,,pmid,,
19,48.0,1.39240506329113,Mouse,18.4,Balb/c mice,Skin,55.0,131I ,Graphene and Iron Oxide ,Nanoparticle,No,,5000,26188609,131I-RGO-PEG.,,pmid,,
20,1.0,2.74725274725274,Mouse,18.4,Balb/c mice,Skin,20.0,125I,Graphene Oxide,Nanosheets,No,,10000,21162527,125I-NGS-PEG 10-30nm,,pmid,,
20,6.0,0.989010989010985,Mouse,18.4,Balb/c mice,Skin,20.0,125I,Graphene Oxide,Nanosheets,No,,10000,21162527,,,pmid,,
21,72.0,2.66666666666666,Mouse,19.1,Balb/c mice,Skin,68.0,PET,Graphene and Iron Oxide ,Nanoparticle,No,,5000,27254470,64Cu-RGO-IONP-PEG 68nm,Negative,pmid,,
21,240.0,1.8,Mouse,19.1,Balb/c mice,Skin,68.0,PET,Graphene and Iron Oxide ,Nanoparticle,No,,5000,27254470,,Negative,pmid,PMC4127427,10.1002/anie.201304465
21,408.0,2.06666666666666,Mouse,19.1,Balb/c mice,Skin,68.0,PET,Graphene and Iron Oxide ,Nanoparticle,No,,5000,27254470,,Negative,pmid,,
22,4.0,0.842105263157893,Mouse,19.1,Balb/c mice,Skin,75.0,125I,Graphene Oxide,Nanosheets,Dextran,,0,https://doi.org/10.1016/j.carbon.2011.05.057,125I–GO–DEX,,doi,,
22,24.0,0.289473684210526,Mouse,19.1,Balb/c mice,Skin,75.0,125I,Graphene Oxide,Nanosheets,Dextran,,0,https://doi.org/10.1016/j.carbon.2011.05.057,,,doi,,
22,72.0,0.605263157894736,Mouse,19.1,Balb/c mice,Skin,75.0,125I,Graphene Oxide,Nanosheets,Dextran,,0,https://doi.org/10.1016/j.carbon.2011.05.057,,,doi,PMC3404261,10.1021/nn300464r
22,168.0,0.131578947368423,Mouse,19.1,Balb/c mice,Skin,75.0,125I,Graphene Oxide,Nanosheets,Dextran,,0,https://doi.org/10.1016/j.carbon.2011.05.057,,,doi,,
23,48.0,2.03164556962025,Mouse,19.1,Balb/c mice,Skin,50.0,125I,Graphene and Iron Oxide ,Nanoparticle,No,,Yes,22378564, 125I-RGO–IONP–PEG 50nm,,pmid,,
24,22.0,1.3076923076923,Mouse,22.5,Nude mice,Skin,129.1,64Cu ,Silica,Nanoparticle,VEGF121,,5000,25353068,64Cu-NOTA-MSN-PEG-VEGF121,Negative,pmid,,
25,22.0,1.3076923076923,Mouse,22.5,Nude mice,Skin,125.2,64Cu ,Silica,Nanoparticle,No,,5000,25353068,64Cu-NOTA-MSN-PEG,Negative,pmid,,
26,48.0,0.707692307692314,Mouse,17.0,Balb/c mice,Skin,175.3,64Cu ,Silica,Nanoparticle,Fab TRC105,,5000,24937108,r 64Cu-MSN-800CW-TRC105(Fab). 80nm,Neutral,pmid,,
27,48.0,0.95384615384616,Mouse,17.0,Balb/c mice,Skin,175.3,64Cu ,Silica,Nanoparticle,No,,5000,24937108,r 64Cu-MSN-800CW,,pmid,,
28,24.0,1.4054054054054,Mouse,,mice,Skin,194.4,64Cu ,Silica,Nanoparticle,TRC105,,5000,24875656,4Cu-HMSN-ZW800-TRC105 150nm,Neutral,pmid,,
29,24.0,0.396396396396392,Mouse,,mice,Skin,150.0,64Cu ,Silica,Nanoparticle,No,,5000,24875656,4Cu-HMSN-ZW800,,pmid,,
30,5.0,1.41509433962263,Mouse,17.0,Balb/c mice,Skin,168.0,64Cu ,Silica,Nanoparticle,TRC105,,5000,24083623,64Cu-NOTA-mSiO2-PEG-TRC105 - 80nm,Neutral,pmid,,
30,48.0,1.0377358490566,Mouse,17.0,Balb/c mice,Skin,168.0,64Cu ,Silica,Nanoparticle,TRC106,,5000,24083623,,Neutral,pmid,,
31,5.0,0.943396226415093,Mouse,17.0,Balb/c mice,Skin,168.0,64Cu ,Silica,Nanoparticle,No,,5000,24083623,64Cu-NOTA-mSiO2-PEG5 - 80nm,Neutral,pmid,,
31,48.0,1.22641509433962,Mouse,17.0,Balb/c mice,Skin,168.0,64Cu ,Silica,Nanoparticle,No,,5000,24083623,,Neutral,pmid,PMC3211348,10.1186/1556-276X-6-283
32,18.0,1.14035087719298,Mouse,18.0,Nude mice,Skin,200.0,64Cu ,Silica,Nanoparticle,No,,5000,25955122,64Cu-NOTA-HMSN-PEG,Neutral,pmid,,
33,18.0,1.57894736842105,Mouse,18.0,Nude mice,Skin,200.0,64Cu ,Silica,Nanoparticle,cRGDY,,5000,25955122,64Cu-NOTA-HMSN-PEG-cRGDyK ,Neutral,pmid,,
33,48.0,1.21951219512195,Mouse,20.0,Balb/c mice,Skin,190.1,89Zr,Silica,Nanoparticle,TRC105,,5000,27980987,,Neutral,pmid,,
33,48.0,0.975609756097565,Mouse,20.0,Balb/c mice,Skin,190.1,89Zr,Silica,Nanoparticle,No,,5000,27980987,,Neutral,pmid,PMC3379889,10.1016/j.ejpb.2010.11.010
34,504.0,0.608695652173915,Mouse,20.0,Balb/c mice,Skin,150.0,89Zr,Silica,Nanoparticle,No,,5000,26213260,89Zr-MSN 150nm,Very Negative,pmid,,
35,1.0,1.4968152866242,Mouse,,Nude mice,Skin,24.4,64Cu ,Gold and Iron,Nanoparticle,EGFR Target Affibody ,,3000,23343632,64Cu-NOTA-Au-IONP-Affibody 24.4nm,Negative,pmid,,
36,48.0,1.40776699029125,Mouse,18.0,Nude mice,Skin,10.0,64Cu ,Iron Oxide,Nanoparticle,No,,5000,21367450,10 nm SIONPs ,,pmid,,
37,48.0,0.728155339805823,Mouse,18.0,Nude mice,Skin,60.0,64Cu ,Iron Oxide,Nanoparticle,cRGDY,,5000,21367450,10 nm SIONPs c-RGD,,pmid,,
38,0.016666667,0.18,Mouse,,Balb/c mice,Skin,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,99mTc-USPIO 41nm,,doi,,
38,0.041666667,0.01,Mouse,,Balb/c mice,Skin,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
38,0.08333333333333333,0.12,Mouse,,Balb/c mice,Skin,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
38,0.25,0.09,Mouse,,Balb/c mice,Skin,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
38,0.5,0.26,Mouse,,Balb/c mice,Skin,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
38,1.0,0.11,Mouse,,Balb/c mice,Skin,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
38,2.0,0.01,Mouse,,Balb/c mice,Skin,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
38,4.0,0.13,Mouse,,Balb/c mice,Skin,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
38,6.0,0.06,Mouse,,Balb/c mice,Skin,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
38,18.0,0.01,Mouse,,Balb/c mice,Skin,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
38,24.0,0.05,Mouse,,Balb/c mice,Skin,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
39,0.016666666666666666,0.2,Mouse,,Balb/c mice,Skin,80.2,111In,Iron Oxide,Nanoparticle,Dextran,,,http://ijrr.com/article-1-3074-en.pdf,111In-DTPA-SPION,Neutral,other_url,,
39,0.08333333333333333,0.1,Mouse,,Balb/c mice,Skin,80.2,111In,Iron Oxide,Nanoparticle,Dextran,,,http://ijrr.com/article-1-3074-en.pdf,,Neutral,other_url,,
39,0.25,0.1,Mouse,,Balb/c mice,Skin,80.2,111In,Iron Oxide,Nanoparticle,Dextran,,,http://ijrr.com/article-1-3074-en.pdf,,Neutral,other_url,,
39,0.5,0.1,Mouse,,Balb/c mice,Skin,80.2,111In,Iron Oxide,Nanoparticle,Dextran,,,http://ijrr.com/article-1-3074-en.pdf,,Neutral,other_url,,
40,6.0,3.63358,Mouse,20.0,BALB/c mice,Skin,77.2,SPECT/CT,Polymeric,Micelles,No,,5000,21176954,123I-labeled nanoparticles (mixed micelles F−) Hollow,Neutral,pmid,PMC3563754,10.1016/j.biomaterials.2013.01.014
41,6.0,3.17557,Mouse,20.0,BALB/c mice,Skin,77.2,SPECT/CT,Polymeric,Micelles,Folic Acid,,5000,21176954,123I-labeled nanoparticles (mixed micelles F+),Neutral,pmid,,
42,48.0,1.17424242424242,Mouse,20.0,Balb/c mice,Skin,13.5,PET,Silica,Nanoparticle,No,,500,34029471,86Y-DOTA-UPSN,,pmid,,
43,72.0,1.18421052631579,Mouse,20.0,Balb/c mice,Skin,13.64,64Cu ,Silica,Nanoparticle,No,,500,31565854,64Cu-NOTA-UPSN,Neutral,pmid,,
44,72.0,2.03947368421052,Mouse,20.0,Balb/c mice,Skin,13.64,64Cu ,Silica,Nanoparticle,No,,500,31565854,,Neutral,pmid,,
1,5.0,1.64473684210526,Mouse,18.0,Nude mice,Tail,10.0,64Cu,Gold,Rods,No,Positive,5000,22916075,AuNR - DOX 45*10nm,,pmid,,
1,48.0,1.49350649350648,Mouse,18.0,Nude mice,Tail,10.0,64Cu,Gold,Rods,No,Positive,5000,22916075,,,pmid,,
2,5.0,2.36842105263157,Mouse,18.0,Nude mice,Tail,10.0,64Cu,Gold,Rods,cRGDY,Positive,5000,22916075,AuNR - DOX-cRGD 45*10nm,,pmid,,
2,48.0,1.1038961038961,Mouse,18.0,Nude mice,Tail,10.0,64Cu,Gold,Rods,cRGDY,Positive,5000,22916075,,,pmid,,
3,3.0,1.53225806451612,Mouse,18.0,Nude mice,Tail,32.0,PET,Graphene Oxide,Nanoparticle,VEGF121,,5000,25477170,64Cu-GO-VEGF121 32nm,,pmid,,
3,48.0,1.8840579710145,Mouse,18.0,Nude mice,Tail,32.0,PET,Graphene Oxide,Nanoparticle,VEGF121,,5000,25477170,,,pmid,,
4,3.0,1.20967741935484,Mouse,18.0,Nude mice,Tail,27.0,PET,Graphene Oxide,Nanoparticle,No,,5000,25477170,4Cu-GO 27nm,,pmid,,
4,48.0,1.73913043478261,Mouse,18.0,Nude mice,Tail,27.0,PET,Graphene Oxide,Nanoparticle,No,,5000,25477170,,,pmid,,
5,3.0,3.36206896551723,Mouse,18.0,Balb/c mice,Tail,37.0,PET,Graphene Oxide,Nanoparticle,TRC105,Neutral,5000,23374706,64Cu–NOTA–RGO–TRC105,,pmid,,
5,48.0,1.94999999999999,Mouse,18.0,Balb/c mice,Tail,37.0,PET,Graphene Oxide,Nanoparticle,TRC105,Neutral,5000,23374706,,,pmid,,
6,48.0,1.99999999999999,Mouse,18.0,Balb/c mice,Tail,26.2,PET,Graphene Oxide,Nanoparticle,No,Negative,5000,23374706,64Cu–NOTA–RGO,,pmid,,
7,3.0,2.85714285714285,Mouse,18.0,Balb/c mice,Tail,27.0,PET,Graphene Oxide,Nanoparticle,TRC105,Neutral,5000,22386918,66Ga-NOTA-GO-TRC105 27nm,,pmid,,
7,24.0,1.84615384615384,Mouse,18.0,Balb/c mice,Tail,27.0,PET,Graphene Oxide,Nanoparticle,TRC105,Neutral,5000,22386918,,,pmid,,
8,3.0,2.24489795918367,Mouse,18.0,Balb/c mice,Tail,22.0,PET,Graphene Oxide,Nanoparticle,No,Neutral,5000,22386918,66Ga-NOTA-GO 22nm,,pmid,,
8,24.0,1.15384615384615,Mouse,18.0,Balb/c mice,Tail,22.0,PET,Graphene Oxide,Nanoparticle,No,Neutral,5000,22386918,,,pmid,,
9,3.0,2.24137931034483,Mouse,18.0,Balb/c mice,Tail,27.0,PET,Graphene Oxide,Nanoparticle,TRC105,Neutral,5000,22339280,64Cu-NOTA-GO-TRC105 27nm,,pmid,,
9,48.0,2.19178082191781,Mouse,18.0,Balb/c mice,Tail,27.0,PET,Graphene Oxide,Nanoparticle,TRC105,Neutral,5000,22339280,,,pmid,,
10,3.0,2.5,Mouse,18.0,Balb/c mice,Tail,22.0,PET,Graphene Oxide,Nanoparticle,No,Neutral,5000,22339280,64Cu-NOTA-GO 22nm,,pmid,,
10,48.0,1.57534246575343,Mouse,18.0,Balb/c mice,Tail,22.0,PET,Graphene Oxide,Nanoparticle,No,Neutral,5000,22339280,,,pmid,,
11,44.0,0.949999999999991,Mouse,18.4,Balb/c mice,Tail,63.0,PET,Graphene Oxide,Nanoparticle,NOTA,,5000,27109431, 64Cu-NOTA–RGO–IONP–1stPEG 63nm,,pmid,,
12,44.0,1.99999999999999,Mouse,18.4,Balb/c mice,Tail,72.0,PET,Graphene Oxide,Nanoparticle,NOTA,,5000,27109431, 64Cu-NOTA–RGO–IONP–1stPEG -2nd PEG 72nm,,pmid,,
13,22.0,1.84615384615384,Mouse,2.0,Nude mice,Tail,129.1,64Cu,Silica,Nanoparticle,VEGF121,Negative,5000,25353068,64Cu-NOTA-MSN-PEG-VEGF121,,pmid,PMC4437573,10.1002/ppsc.201400119
14,22.0,1.69230769230769,Mouse,22.5,Nude mice,Tail,125.2,64Cu,Silica,Nanoparticle,No,Negative,5000,25353068,64Cu-NOTA-MSN-PEG,,pmid,,
15,48.0,0.830769230769237,Mouse,17.0,Balb/c mice,Tail,175.3,64Cu,Silica,Nanoparticle,Fab TRC105,Neutral,5000,24937108,r 64Cu-MSN-800CW-TRC105(Fab). 80nm,,pmid,,
16,48.0,1.38461538461539,Mouse,17.0,Balb/c mice,Tail,80.0,64Cu,Silica,Nanoparticle,No,,5000,24937108,r 64Cu-MSN-800CW,,pmid,,
17,24.0,1.9099099099099,Mouse,,mice,Tail,194.4,64Cu,Silica,Nanoparticle,TRC105,Neutral,5000,24875656,4Cu-HMSN-ZW800-TRC105 150nm,,pmid,,
18,24.0,1.54954954954954,Mouse,,mice,Tail,150.0,64Cu,Silica,Nanoparticle,No,,5000,24875656,4Cu-HMSN-ZW800,,pmid,,
19,5.0,1.0377358490566,Mouse,17.0,Balb/c mice,Tail,168.0,64Cu,Silica,Nanoparticle,TRC105,Neutral,5000,24083623,64Cu-NOTA-mSiO2-PEG-TRC105 - 80nm,,pmid,,
19,48.0,1.50943396226415,Mouse,17.0,Balb/c mice,Tail,168.0,64Cu,Silica,Nanoparticle,TRC105,Neutral,5000,24083623,,,pmid,,
20,5.0,1.41509433962263,Mouse,17.0,Balb/c mice,Tail,168.0,64Cu,Silica,Nanoparticle,No,Neutral,5000,24083623,64Cu-NOTA-mSiO2-PEG5 - 80nm,,pmid,PMC4180787,10.1016/j.biomaterials.2014.08.038
20,48.0,1.79245283018868,Mouse,17.0,Balb/c mice,Tail,168.0,64Cu,Silica,Nanoparticle,No,Neutral,5000,24083623,,,pmid,PMC3985880,10.1021/ja412001e
21,18.0,1.40350877192982,Mouse,18.0,Nude mice,Tail,200.0,64Cu,Silica,Nanoparticle,No,Neutral,5000,25955122,64Cu-NOTA-HMSN-PEG,,pmid,,
22,18.0,1.05263157894736,Mouse,18.0,Nude mice,Tail,200.0,64Cu,Silica,Nanoparticle,cRGDY,Neutral,5000,25955122,64Cu-NOTA-HMSN-PEG-cRGDyK ,,pmid,,
23,48.0,3.17073170731706,Mouse,20.0,Balb/c mice,Tail,190.1,89Zr,Silica,Nanoparticle,TRC105,Neutral,5000,27980987,89Zr-bMSN‐PEG5k‐TRC105 190nm,,pmid,,
24,48.0,2.1951219512195,Mouse,20.0,Balb/c mice,Tail,190.1,89Zr,Silica,Nanoparticle,No,Neutral,5000,27980987,89Zr]bMSN‐PEG5k 190nm,,pmid,PMC4358630,10.1021/nn406258m
